die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D000061,4.7,1199.0,1.16,29.0,0.53,-65.5,-50.9,23.7,46.0,-95.9,11.6,1.0,125.0,1
D000062,4.7,1146.0,0.96,29.5,0.49,-64.5,-50.9,23.9,41.0,-96.5,8.6,1.0,127.0,1
D000063,5.0,1258.0,1.09,25.5,0.52,-64.3,-50.8,24.3,45.0,-96.2,9.8,1.0,130.0,1
D000064,4.3,1223.0,1.24,37.0,0.57,-64.4,-46.6,28.1,55.0,-98.7,23.9,1.0,138.0,0
D000065,5.0,1160.0,1.14,28.0,0.49,-65.7,-51.3,25.6,45.0,-95.4,6.0,0.0,120.0,1
D000066,4.6,1191.0,1.18,30.0,0.52,-64.6,-49.8,23.0,44.0,-96.5,9.9,0.0,125.0,1
D000067,5.5,1185.0,1.05,28.5,0.49,-65.0,-51.1,24.0,45.0,-95.3,7.4,1.0,134.0,1
D000068,5.6,1226.0,1.05,29.0,0.51,-66.9,-49.9,24.7,43.0,-96.0,12.1,0.0,132.0,1
D000069,4.5,1172.0,1.23,29.0,0.45,-65.4,-48.5,23.7,44.0,-95.7,8.3,1.0,128.0,0
D000070,3.9,1246.0,1.24,32.0,0.66,-64.9,,27.7,45.0,-91.6,14.1,1.0,146.0,0
D000071,4.6,1174.0,1.17,30.0,0.54,-66.3,-49.3,24.5,,-95.3,10.0,0.0,130.0,1
D000072,4.9,1131.0,1.12,29.5,0.48,-66.8,-51.0,23.8,42.0,-95.1,,0.0,131.0,1
D000073,4.9,1174.0,1.13,31.5,0.53,-66.3,-49.9,23.5,43.0,-95.0,12.7,1.0,130.0,1
D000074,6.1,1014.0,1.35,31.5,0.47,-60.5,-49.4,26.1,44.0,-97.6,10.9,1.0,111.0,0
D000075,6.8,1025.0,1.38,28.0,0.41,-64.2,-49.7,27.7,45.0,-93.7,20.4,0.0,125.0,0
D000076,4.2,1153.0,1.27,23.5,0.52,-62.1,-45.3,28.8,35.0,-96.0,1.9,0.0,144.0,1
D000077,4.4,1035.0,1.08,26.0,0.43,-61.2,-53.6,24.3,39.0,-97.6,8.7,0.0,123.0,1
D000078,5.2,1217.0,1.08,27.0,0.45,-65.0,-50.7,24.0,49.0,-95.8,7.1,1.0,137.0,1
D000079,4.1,1142.0,0.98,31.5,0.47,-64.5,-50.7,24.7,44.0,-95.3,11.2,1.0,120.0,1
D000080,3.0,1048.0,,22.5,0.67,-67.5,-46.8,20.0,32.0,-95.2,17.6,1.0,144.0,0
D000081,5.0,1209.0,1.2,26.5,0.48,-65.4,-50.0,22.1,47.0,-96.1,7.9,1.0,122.0,0
D000082,5.2,1038.0,1.58,24.5,0.42,-60.8,-48.1,28.8,32.0,-99.2,5.5,0.0,135.0,0
D000083,6.5,1127.0,1.41,30.0,0.65,-63.3,-47.0,23.0,55.0,-99.8,17.6,1.0,139.0,0
D000084,4.3,1088.0,0.94,29.0,0.51,-66.9,,23.7,,-96.2,7.9,1.0,128.0,1
D000085,4.8,1262.0,1.08,30.0,0.43,-67.3,-49.7,24.3,46.0,-97.7,11.2,1.0,134.0,0
D000086,4.3,1192.0,1.14,28.0,0.54,-65.9,-49.4,26.1,47.0,-94.4,6.5,1.0,133.0,0
D000087,4.7,1162.0,1.19,30.0,0.45,-68.7,-49.0,22.7,46.0,-95.0,9.7,1.0,124.0,1
D000088,4.7,1172.0,1.07,30.0,0.46,-65.9,-51.1,25.3,37.0,-94.4,7.2,1.0,124.0,1
D000089,5.2,1210.0,1.01,28.0,0.48,-65.2,-48.7,23.9,51.0,-96.0,8.3,1.0,122.0,1
D000090,4.9,1144.0,1.02,28.0,0.45,-64.7,-51.9,22.2,44.0,-93.9,5.5,1.0,129.0,1
D000091,5.7,1094.0,1.03,23.5,0.65,-61.3,-46.1,23.2,56.0,-98.0,7.3,0.0,112.0,0
D000092,4.3,1146.0,1.11,28.5,0.51,-66.3,-49.3,23.5,46.0,-95.7,11.8,1.0,125.0,1
D000093,4.4,1049.0,1.33,33.0,0.45,-60.2,-53.2,22.3,35.0,-99.1,19.2,1.0,128.0,0
D000094,5.5,1180.0,1.13,32.0,0.51,-63.9,-51.5,25.1,38.0,,9.8,1.0,129.0,1
D000095,4.7,1213.0,1.14,28.0,0.43,-65.0,-49.9,24.3,50.0,-95.0,8.4,0.0,124.0,1
D000096,4.6,1158.0,1.2,26.5,0.45,-66.3,-50.4,23.4,45.0,-94.5,4.7,0.0,141.0,1
D000097,4.6,1150.0,0.91,30.0,0.5,-66.1,-51.3,22.5,45.0,-95.0,10.7,1.0,135.0,1
D000098,5.1,1148.0,1.08,28.5,0.43,-65.9,-49.6,23.0,41.0,-97.9,9.9,1.0,129.0,1
D000099,4.7,1264.0,0.95,28.0,0.48,-66.1,-50.5,24.2,46.0,-95.2,7.8,1.0,128.0,1
D000100,4.8,1208.0,1.03,31.5,0.5,-66.7,-49.8,24.0,,-96.0,3.7,0.0,132.0,1
D000101,4.5,1124.0,0.99,29.5,0.51,-65.9,-51.7,23.4,46.0,-94.4,2.6,1.0,128.0,1
D000102,5.9,1200.0,1.0,29.5,0.55,-66.4,-49.8,23.2,53.0,-97.5,8.9,0.0,125.0,1
D000103,4.7,1175.0,0.98,27.5,0.48,-65.8,-49.9,23.2,50.0,-94.0,14.7,0.0,120.0,1
D000104,5.4,1174.0,1.19,26.0,0.55,-67.7,-50.2,24.9,45.0,-96.4,8.9,0.0,121.0,1
D000105,4.9,1190.0,1.14,31.5,0.58,-66.7,-50.7,24.7,40.0,-93.2,10.1,1.0,128.0,0
D000106,4.5,,1.1,33.0,0.47,-66.0,-49.1,25.1,45.0,-95.6,8.1,1.0,136.0,1
D000107,3.1,1317.0,1.27,21.0,0.44,-66.2,-47.0,25.8,53.0,-97.7,15.6,1.0,120.0,0
D000108,5.0,1197.0,1.19,25.0,0.47,-65.0,-50.0,23.2,42.0,-94.6,9.1,0.0,133.0,1
D000109,4.5,1102.0,1.07,28.5,0.46,-66.6,-51.5,23.0,42.0,-94.3,7.4,0.0,132.0,1
D000110,4.7,1031.0,0.83,29.0,0.6,-64.8,-50.9,23.5,40.0,-99.9,14.1,0.0,147.0,1
D000111,5.2,1221.0,1.03,28.5,0.52,,-49.4,23.0,44.0,-96.2,10.4,1.0,138.0,1
D000112,5.2,1158.0,1.23,28.5,0.43,-64.7,-49.8,24.4,43.0,-95.8,8.5,0.0,133.0,0
D000113,5.2,1215.0,,26.0,0.46,-64.9,-49.2,24.5,46.0,-95.5,7.6,1.0,137.0,1
D000114,4.8,1224.0,1.14,31.0,0.49,-66.9,-50.5,23.0,43.0,-95.7,10.1,1.0,129.0,1
D000115,3.4,1289.0,1.28,29.5,0.34,-66.8,-51.6,27.4,49.0,-92.7,18.1,1.0,101.0,0
D000116,4.2,1177.0,1.09,31.0,0.49,-66.1,-50.4,22.9,47.0,-94.2,6.3,1.0,143.0,1
D000117,4.3,1165.0,0.97,30.5,0.44,-64.5,-50.2,24.6,45.0,-94.9,10.3,1.0,130.0,1
D000118,3.4,1206.0,1.12,37.0,,-64.7,-45.5,21.7,48.0,-99.6,14.5,1.0,106.0,0
D000119,4.9,1157.0,1.02,27.5,0.48,-66.2,-49.5,25.8,47.0,-95.2,12.1,0.0,134.0,1
D000120,5.3,1147.0,1.06,30.0,0.46,-63.4,-49.9,23.9,49.0,-96.4,5.7,0.0,126.0,1
D000121,4.6,1191.0,1.09,26.5,0.42,-65.2,-50.9,25.0,35.0,-96.1,12.2,1.0,127.0,1
D000122,5.2,1119.0,1.06,29.0,0.52,-63.8,-50.3,24.0,43.0,-94.1,8.6,1.0,127.0,1
D000123,5.1,1298.0,1.6,26.5,0.48,-69.6,-52.6,26.7,31.0,-96.1,23.6,1.0,148.0,0
D000124,3.4,1018.0,0.89,33.5,0.41,-64.3,-46.8,21.0,59.0,-95.3,6.4,1.0,130.0,0
D000125,4.4,1249.0,1.05,31.0,,-65.0,-50.2,25.7,49.0,-97.0,6.7,1.0,135.0,1
D000126,4.4,1179.0,1.17,25.0,0.39,-64.0,-50.1,24.8,46.0,-95.7,9.6,1.0,132.0,0
D000127,5.6,1096.0,1.14,22.0,0.47,-67.4,-54.9,27.0,36.0,-93.1,19.9,1.0,139.0,1
D000128,5.1,1197.0,1.14,28.5,0.45,-65.4,-50.3,24.0,46.0,-95.8,8.1,1.0,130.0,1
D000129,5.2,1235.0,1.03,26.0,0.52,-65.8,-48.9,21.9,47.0,-95.7,7.5,1.0,123.0,1
D000130,3.5,1288.0,1.58,29.5,0.41,-69.5,-48.2,28.8,35.0,-99.7,17.5,0.0,110.0,0
D000131,4.2,1249.0,1.29,26.0,0.51,-65.0,-50.4,23.3,40.0,-96.0,8.5,1.0,125.0,0
D000132,4.9,1096.0,1.04,26.5,0.46,-66.5,-50.6,25.1,45.0,-94.7,11.2,1.0,116.0,1
D000133,4.3,1203.0,1.11,27.5,0.5,-66.3,-49.7,23.7,46.0,-95.9,7.3,0.0,124.0,1
D000134,5.0,1169.0,0.96,29.0,0.63,-61.7,,29.3,35.0,-94.2,2.1,1.0,138.0,0
D000135,4.4,1226.0,1.15,29.5,0.48,-65.8,-48.9,23.6,44.0,-97.6,7.9,0.0,122.0,1
D000136,4.4,1174.0,1.09,25.5,0.48,-63.9,-50.4,26.5,41.0,-94.8,,1.0,128.0,1
D000137,4.9,1174.0,0.92,34.0,0.52,-64.5,-51.4,22.8,43.0,-95.3,5.1,1.0,120.0,1
D000138,5.5,1201.0,1.18,31.0,0.42,-64.9,-49.3,23.6,42.0,-96.6,6.2,1.0,121.0,1
D000139,4.6,1158.0,1.06,29.5,0.49,-64.7,-49.3,23.3,45.0,-96.3,5.1,0.0,134.0,1
D000140,,1072.0,1.49,26.0,0.56,-66.9,-47.5,28.2,51.0,-91.0,1.8,,102.0,0
D000141,5.2,1215.0,1.34,27.0,0.7,,-47.7,21.2,57.0,-100.0,9.9,0.0,121.0,0
D000142,5.5,1169.0,1.1,28.5,0.44,-65.7,-50.1,23.5,40.0,-95.3,8.5,1.0,140.0,1
D000143,3.3,1310.0,1.27,39.5,0.36,-69.3,-49.5,,46.0,-97.6,3.2,1.0,121.0,0
D000144,3.9,1125.0,1.56,30.5,0.58,-66.2,-46.6,27.5,50.0,-90.9,9.5,0.0,136.0,0
D000145,4.7,1040.0,1.51,33.0,0.51,-61.3,-49.5,30.0,41.0,-92.6,20.2,1.0,118.0,0
D000146,5.2,1172.0,0.9,26.5,0.43,-64.2,-49.2,24.2,46.0,-97.3,12.6,0.0,133.0,1
D000147,3.1,1096.0,1.4,27.5,0.55,-65.9,-45.2,29.1,38.0,-91.8,13.0,1.0,107.0,0
D000148,4.8,1193.0,0.92,28.5,0.43,-65.5,-49.5,23.7,41.0,-94.6,10.0,1.0,125.0,1
D000149,5.3,1153.0,1.22,30.0,0.52,-67.1,-51.2,24.1,45.0,-95.1,9.4,1.0,130.0,1
D000150,5.8,1400.0,0.98,25.5,0.57,-63.6,-48.4,26.1,33.0,-94.4,1.1,1.0,110.0,1
D000151,4.7,1132.0,1.09,30.0,0.52,-65.7,-48.4,25.8,48.0,-95.9,12.0,1.0,123.0,0
D000152,5.6,1190.0,1.19,30.5,0.46,-67.0,-49.7,23.5,44.0,-96.4,8.7,1.0,125.0,1
D000153,4.9,1079.0,1.03,28.0,0.48,-64.5,-50.6,23.8,37.0,-95.1,10.4,0.0,129.0,1
D000154,4.3,1280.0,1.15,30.0,0.47,-65.5,-50.1,24.7,44.0,-94.9,10.3,0.0,130.0,1
D000155,5.2,1170.0,1.16,27.5,0.46,-63.6,-50.3,22.7,47.0,-93.7,11.1,0.0,129.0,1
D000156,6.3,1235.0,0.92,25.5,0.51,-67.5,-45.5,24.6,57.0,-92.5,22.9,1.0,139.0,1
D000157,5.0,1134.0,1.07,28.5,0.4,-65.5,-51.4,24.7,43.0,-95.3,8.0,1.0,126.0,0
D000158,4.3,,1.08,30.5,0.48,-64.7,-48.7,24.2,40.0,-95.9,15.4,1.0,126.0,1
D000159,5.1,1153.0,1.04,26.0,0.54,-64.8,-51.2,24.6,44.0,-95.8,9.1,0.0,132.0,1
D000160,4.8,1265.0,1.03,29.0,0.5,-66.9,-48.0,22.6,41.0,-93.8,5.2,0.0,123.0,1
D000161,5.2,1161.0,1.15,29.5,0.53,-67.4,-50.3,25.0,46.0,-95.4,10.6,0.0,128.0,1
D000162,4.5,1157.0,1.08,32.0,0.45,-66.4,-49.6,23.3,42.0,-95.7,4.5,0.0,115.0,1
D000163,4.8,1199.0,1.05,28.5,0.49,-67.3,-50.8,22.8,43.0,-94.3,6.6,1.0,132.0,1
D000164,6.3,1032.0,1.1,,0.36,-68.7,-47.6,24.1,52.0,-99.6,21.3,0.0,131.0,1
D000165,5.4,1212.0,1.07,27.5,0.44,-66.8,-50.6,23.9,44.0,-96.0,11.7,0.0,135.0,1
D000166,3.7,1041.0,1.07,32.0,0.58,-66.9,-50.8,21.7,32.0,-95.8,17.8,1.0,123.0,1
D000167,3.1,1010.0,1.36,39.5,0.35,-62.0,-50.1,27.9,60.0,-90.9,18.0,1.0,128.0,0
D000168,5.5,1146.0,1.11,27.0,0.45,-63.9,-50.0,23.4,45.0,-95.9,6.7,1.0,133.0,1
D000169,6.2,1220.0,1.53,30.5,0.41,-66.9,-49.0,28.2,48.0,-94.9,0.7,0.0,140.0,1
D000170,5.4,1162.0,1.2,35.0,0.52,-65.4,-49.9,24.8,50.0,-95.7,2.8,0.0,125.0,1
D000171,4.7,1235.0,1.01,28.5,0.51,-65.2,-48.4,22.8,42.0,-93.8,13.2,0.0,131.0,1
D000172,5.0,1099.0,1.06,27.5,0.47,-65.6,-50.2,24.7,45.0,-93.9,6.3,,128.0,1
D000173,,1227.0,1.13,29.5,0.48,-66.7,-49.6,25.8,46.0,-94.6,8.7,,128.0,1
D000174,3.9,1229.0,1.07,27.5,0.5,-66.3,-50.1,21.0,41.0,-97.4,5.1,1.0,126.0,0
D000175,6.7,1275.0,1.03,32.5,0.31,-63.4,-47.9,29.6,36.0,-98.9,23.4,1.0,104.0,0
D000176,3.5,1204.0,1.38,32.5,0.44,-68.6,-46.3,22.0,55.0,-96.4,1.8,1.0,103.0,0
D000177,4.9,1208.0,1.13,29.0,0.45,-65.1,-51.5,24.1,40.0,-94.9,6.0,1.0,135.0,1
D000178,4.9,1196.0,1.08,29.5,0.45,-65.4,-48.9,23.2,44.0,-96.0,11.7,0.0,129.0,1
D000179,3.4,1003.0,1.51,37.0,0.52,-62.8,-52.8,28.4,60.0,-97.1,2.1,0.0,103.0,0
D000180,5.6,1300.0,0.97,25.5,0.48,-67.3,-51.5,21.7,39.0,-99.4,0.6,0.0,109.0,1
D000181,4.7,1219.0,1.13,30.0,0.44,-65.4,-50.2,26.0,46.0,-96.9,10.3,1.0,136.0,1
D000182,4.6,1218.0,1.14,28.0,0.5,-67.2,-50.3,24.3,45.0,-94.8,12.4,0.0,129.0,1
D000183,3.9,1154.0,1.15,26.5,0.41,-65.0,-52.0,,36.0,-93.0,4.7,0.0,150.0,1
D000184,5.3,1154.0,1.09,30.0,0.52,-64.8,-50.3,22.4,48.0,-96.2,11.0,1.0,133.0,1
D000185,3.5,1327.0,1.15,34.5,0.39,-68.7,-50.3,28.2,,-91.8,23.8,0.0,122.0,1
D000186,3.9,1275.0,1.12,24.5,0.66,-60.6,-48.0,20.7,60.0,,12.7,1.0,128.0,0
D000187,5.6,1149.0,1.45,20.5,0.33,-62.9,-46.6,29.1,51.0,-92.3,18.3,0.0,128.0,0
D000188,4.8,1280.0,1.14,30.5,0.44,-65.8,-49.9,23.5,37.0,-95.3,10.5,0.0,130.0,0
D000189,4.6,1188.0,1.24,24.5,0.47,-67.2,-51.0,25.4,45.0,-95.2,9.7,1.0,131.0,1
D000190,5.3,1137.0,1.08,27.5,0.45,-64.7,-48.8,25.4,45.0,-97.0,6.9,1.0,124.0,1
D000191,3.8,1231.0,1.56,22.0,0.61,-68.1,-45.2,25.5,39.0,,2.6,1.0,110.0,0
D000192,6.9,1083.0,1.33,40.0,0.51,-60.2,-49.5,23.2,32.0,-96.4,1.8,1.0,127.0,1
D000193,6.2,1102.0,1.39,21.0,0.31,-62.4,-47.8,23.3,51.0,-97.4,0.8,1.0,150.0,0
D000194,4.7,1210.0,1.19,26.5,0.44,-65.8,-52.3,23.3,39.0,-94.8,6.9,1.0,131.0,1
D000195,5.4,1272.0,1.11,29.5,0.55,-66.4,-50.9,25.3,45.0,-95.7,9.4,0.0,127.0,1
D000196,6.7,1309.0,1.55,37.0,0.58,-68.8,-49.9,23.6,60.0,-91.6,1.2,1.0,144.0,1
D000197,4.7,1181.0,1.18,30.5,,-65.1,-49.4,22.7,48.0,-95.8,10.3,1.0,144.0,1
D000198,4.8,1176.0,1.11,31.5,0.49,-65.0,-51.6,24.9,41.0,-95.8,7.0,0.0,134.0,1
D000199,5.0,1183.0,0.99,29.5,0.5,-66.3,-48.8,24.1,44.0,-94.8,9.2,1.0,127.0,1
D000200,3.9,1247.0,1.17,26.5,0.49,-66.7,-50.0,23.2,46.0,-93.9,11.5,0.0,116.0,0
D000201,4.3,1145.0,1.08,28.0,0.43,-64.2,-50.9,23.4,47.0,-95.2,,1.0,132.0,0
D000202,5.3,1103.0,1.07,31.0,0.43,-67.6,-49.9,25.2,43.0,-95.0,6.8,1.0,124.0,1
D000203,4.7,1181.0,1.06,29.0,0.42,-65.8,-48.8,23.7,48.0,-94.7,10.0,1.0,127.0,1
D000204,4.4,1196.0,1.12,28.0,0.49,-64.2,-50.2,22.9,42.0,-94.5,10.7,0.0,130.0,1
D000205,4.4,1163.0,0.97,31.5,0.48,-65.0,-49.1,23.4,44.0,-95.5,8.1,1.0,115.0,1
D000206,5.1,1189.0,0.95,30.0,0.41,-65.7,-51.1,25.7,48.0,-94.9,9.2,1.0,129.0,1
D000207,6.0,1384.0,1.23,33.5,0.36,-67.0,,27.7,56.0,-95.8,21.8,1.0,132.0,0
D000208,3.2,1005.0,0.84,31.5,0.55,-62.4,-48.5,24.7,47.0,-96.8,21.0,0.0,134.0,1
D000209,5.0,1213.0,1.18,25.0,0.38,-64.9,-49.4,23.3,42.0,-96.9,12.7,1.0,137.0,0
D000210,5.3,1166.0,0.91,27.5,0.56,-65.6,-51.2,23.2,,-94.2,9.9,1.0,127.0,1
D000211,4.9,1182.0,1.09,25.0,0.41,-65.6,-49.4,25.3,40.0,-94.9,,1.0,117.0,0
D000212,5.2,1231.0,1.2,32.0,0.31,-65.4,-48.3,22.4,39.0,-98.8,2.9,0.0,145.0,1
D000213,4.4,1232.0,1.0,26.5,0.51,-63.9,-49.8,24.4,39.0,-95.4,3.7,1.0,131.0,1
D000214,5.3,1225.0,1.07,27.0,0.52,-66.4,-50.9,24.8,39.0,-95.9,13.8,1.0,124.0,1
D000215,5.0,1200.0,1.18,,0.48,-65.4,-48.3,22.9,52.0,-97.5,10.2,0.0,131.0,1
D000216,4.1,1174.0,1.22,28.0,0.44,-65.9,-48.3,23.8,40.0,-98.2,9.1,1.0,129.0,0
D000217,5.6,1096.0,1.14,25.5,0.49,-65.3,-48.8,22.9,42.0,-96.2,5.6,1.0,134.0,1
D000218,4.6,1153.0,1.1,28.5,0.54,-65.9,-50.4,22.9,45.0,-97.0,5.8,1.0,130.0,1
D000219,4.7,1204.0,1.02,26.0,0.5,-67.6,-51.3,23.4,46.0,-95.5,,1.0,122.0,1
D000220,4.2,1020.0,0.99,29.5,0.66,-65.5,-52.2,20.4,34.0,-90.7,21.8,0.0,105.0,0
D000221,3.0,1149.0,1.05,23.0,0.51,-64.3,-52.6,28.4,49.0,-93.9,19.0,0.0,140.0,0
D000222,5.1,1396.0,1.02,32.0,0.5,-67.1,-48.1,26.7,30.0,-91.4,15.5,1.0,104.0,1
D000223,4.8,1062.0,1.28,22.0,0.62,-67.8,-48.4,24.1,59.0,-92.5,,1.0,135.0,0
D000224,5.2,1139.0,1.09,30.5,0.47,-65.3,-49.0,24.5,44.0,-96.0,10.6,0.0,122.0,1
