die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D000034,6.6,1362.0,1.46,37.0,0.35,-66.4,-48.1,21.0,44.0,-95.6,15.8,0.0,114.0,1
D000035,4.3,1026.0,1.5,30.0,0.49,-67.5,-49.9,23.0,52.0,-96.3,13.5,1.0,106.0,0
D000036,4.9,1102.0,1.14,31.5,0.47,-64.2,-49.5,24.0,49.0,-94.6,6.3,1.0,128.0,1
D000037,3.6,1223.0,1.09,29.0,0.5,-64.9,-51.4,24.4,42.0,-95.6,11.3,1.0,128.0,0
D000038,3.5,1130.0,0.85,36.0,0.65,-68.0,-46.1,20.8,39.0,,9.8,1.0,142.0,0
D000039,4.9,1259.0,1.05,30.5,0.51,-66.2,-49.1,23.6,46.0,-95.9,7.1,1.0,124.0,1
D000040,4.7,1172.0,1.15,29.5,0.48,-66.2,-51.2,24.4,48.0,-94.6,5.7,1.0,125.0,1
D000041,4.8,1177.0,,28.0,0.47,-62.6,-52.2,22.1,50.0,-95.4,6.6,0.0,123.0,1
D000042,4.6,1137.0,1.16,31.0,0.45,-65.2,-50.3,24.0,41.0,-95.8,10.3,1.0,127.0,0
D000043,5.1,1172.0,1.05,28.0,0.48,-66.3,-48.7,23.2,42.0,-97.1,10.0,1.0,128.0,1
D000044,5.1,1139.0,1.1,27.5,0.46,-66.5,-49.9,24.7,47.0,-97.3,5.7,1.0,127.0,0
D000045,5.3,1238.0,1.05,25.0,0.46,-65.2,-51.4,26.1,44.0,-95.9,10.3,1.0,137.0,1
D000046,4.4,1207.0,1.19,33.5,0.44,-66.8,-49.3,24.7,41.0,-97.7,7.9,0.0,130.0,1
D000047,4.9,1172.0,1.04,31.0,0.43,-67.4,-49.1,23.1,,-96.1,10.2,0.0,134.0,1
D000048,4.3,1394.0,1.57,33.0,0.31,-63.4,-53.3,23.9,43.0,-93.5,7.0,0.0,114.0,0
D000049,5.3,1108.0,1.18,28.0,0.54,-61.7,-49.1,29.4,51.0,-95.9,15.6,1.0,122.0,0
D000050,5.1,1163.0,1.17,29.0,0.53,-65.6,-51.1,26.5,42.0,-95.9,9.9,0.0,135.0,1
D000051,3.3,1098.0,1.29,26.0,0.4,-60.7,-52.5,26.3,43.0,-92.9,10.8,1.0,140.0,0
D000052,6.7,1120.0,1.31,36.0,0.68,-63.2,-47.9,20.0,41.0,-97.0,7.4,1.0,138.0,1
D000053,5.2,1203.0,1.03,31.5,0.46,-66.9,-49.4,23.9,40.0,-95.1,3.7,1.0,127.0,1
D000054,4.6,1157.0,1.09,30.5,0.49,-65.1,-50.6,24.7,46.0,-94.5,8.9,0.0,132.0,1
D000055,5.1,1185.0,1.3,30.0,0.61,-61.2,-48.8,26.7,33.0,-96.6,17.0,1.0,133.0,0
D000056,5.4,1247.0,1.23,29.0,0.55,-63.6,-50.4,24.6,41.0,-94.4,5.4,1.0,125.0,1
D000057,6.9,1042.0,0.87,24.0,0.6,-66.6,-47.4,21.2,48.0,,4.7,0.0,102.0,1
D000058,5.4,1168.0,1.18,30.0,0.53,-65.4,-49.9,22.7,44.0,-96.5,,1.0,127.0,1
D000059,4.5,1214.0,1.01,32.0,0.49,-64.7,-50.9,23.7,44.0,-94.6,7.3,0.0,124.0,1
D000060,5.1,1145.0,0.99,28.0,0.45,-64.4,-49.3,23.4,47.0,-94.9,8.6,1.0,134.0,1
D000061,4.4,1136.0,1.0,25.0,0.6,-64.5,-50.4,27.3,50.0,-94.6,2.0,0.0,116.0,1
D000062,5.4,1184.0,1.09,26.5,0.51,-63.6,-45.9,27.6,45.0,-90.6,23.6,1.0,105.0,0
D000063,4.1,1161.0,1.11,26.5,0.5,-65.7,-49.8,24.4,42.0,-94.9,10.8,0.0,126.0,1
D000064,4.5,1050.0,1.53,24.0,0.33,-61.7,-51.5,20.2,55.0,-97.3,8.3,1.0,147.0,0
D000065,4.6,1152.0,1.13,30.0,0.52,-65.9,-51.6,23.8,42.0,-94.9,5.6,1.0,127.0,1
D000066,4.9,1209.0,1.16,27.5,0.5,-65.6,-52.0,23.8,46.0,-96.0,11.2,0.0,131.0,1
D000067,4.4,1200.0,1.08,26.5,0.4,-66.0,-50.4,25.3,42.0,-95.8,8.8,1.0,125.0,0
D000068,5.1,1172.0,,28.0,0.45,-65.1,-49.1,24.3,45.0,-95.7,6.2,0.0,136.0,1
D000069,5.0,1132.0,1.02,26.0,0.45,-65.0,,24.8,44.0,-94.9,9.7,1.0,125.0,1
D000070,4.6,1230.0,1.02,23.5,0.38,-64.3,-50.5,23.8,42.0,-93.8,5.8,0.0,122.0,1
D000071,4.9,1349.0,1.57,28.5,0.48,-61.6,-50.5,29.8,35.0,-94.8,19.8,1.0,140.0,0
D000072,4.5,1167.0,1.04,32.5,,-68.4,-50.8,24.7,42.0,-94.8,9.0,1.0,131.0,1
D000073,5.6,1235.0,1.34,27.0,0.54,-64.3,-46.8,28.8,48.0,-90.6,7.1,1.0,125.0,0
D000074,4.9,1162.0,1.19,30.5,0.5,-65.3,-51.2,24.4,44.0,-96.7,10.1,0.0,126.0,1
D000075,3.1,1206.0,0.97,30.5,0.34,-67.2,-45.8,21.1,45.0,-91.7,20.7,0.0,141.0,0
D000076,4.5,1140.0,1.05,28.0,0.53,-65.5,-49.0,26.0,41.0,-96.6,14.5,1.0,123.0,0
D000077,4.7,1090.0,1.11,28.5,0.46,-65.5,-48.5,24.6,50.0,-95.2,7.8,1.0,127.0,0
D000078,4.8,1239.0,1.04,29.5,0.54,-67.0,-52.4,24.9,43.0,-97.7,10.5,1.0,131.0,1
D000079,5.4,1184.0,1.13,26.5,0.5,-65.9,-50.5,23.8,43.0,-94.7,12.5,0.0,130.0,1
D000080,3.8,1125.0,0.92,39.0,0.64,-60.6,-50.1,28.5,40.0,-96.5,14.6,0.0,133.0,0
D000081,5.9,1336.0,1.56,31.5,0.52,-69.3,-53.0,26.2,31.0,-98.2,15.3,1.0,103.0,1
D000082,4.5,1096.0,1.15,25.5,0.52,-64.0,-51.8,23.5,41.0,-96.6,11.5,1.0,128.0,1
D000083,5.8,1158.0,1.12,32.0,0.5,-63.8,-49.0,24.7,44.0,-96.4,5.8,0.0,126.0,1
D000084,4.7,1196.0,0.92,28.5,0.5,-65.8,-49.6,23.7,43.0,-96.3,6.0,1.0,128.0,1
D000085,4.7,1234.0,1.16,32.0,0.45,-66.5,-50.7,24.4,45.0,,6.8,1.0,125.0,1
D000086,4.7,,0.95,28.0,0.52,-65.3,-50.9,23.8,36.0,-96.1,10.6,1.0,121.0,1
D000087,4.3,1117.0,1.16,31.0,0.52,-65.0,-48.4,24.1,47.0,-95.7,11.8,0.0,124.0,1
D000088,3.7,1021.0,1.07,36.5,0.52,-61.2,-45.6,21.3,32.0,-98.4,9.8,1.0,137.0,1
D000089,5.5,1146.0,1.08,29.5,0.46,-65.2,-49.4,22.3,41.0,-94.8,7.8,1.0,127.0,1
D000090,4.1,1184.0,1.12,31.0,0.51,-66.8,-52.0,24.0,47.0,-95.9,10.0,,132.0,1
D000091,5.0,1132.0,0.9,26.5,0.5,-65.7,-48.7,24.7,44.0,-93.3,15.3,0.0,119.0,0
D000092,4.6,1171.0,0.97,35.5,0.56,-63.3,-49.6,24.9,47.0,-94.1,8.0,1.0,135.0,1
D000093,4.6,1055.0,1.24,21.0,0.34,-61.3,-54.0,23.3,35.0,-96.3,18.5,1.0,118.0,0
D000094,4.8,1182.0,0.99,31.5,0.48,-67.3,-51.6,23.0,42.0,-94.6,9.5,1.0,123.0,1
D000095,5.0,1309.0,1.48,37.0,0.54,-64.4,-46.5,20.4,40.0,-94.5,20.3,1.0,,0
D000096,5.1,1174.0,1.07,26.5,0.42,-66.7,-49.5,24.6,50.0,-94.6,12.0,1.0,132.0,1
D000097,3.3,1182.0,0.89,39.5,0.46,-63.4,-52.1,27.0,44.0,-99.7,4.1,1.0,127.0,1
D000098,5.3,1133.0,1.07,26.5,0.47,-60.9,-53.1,21.6,45.0,-90.6,4.2,1.0,146.0,0
D000099,4.4,1150.0,1.13,28.0,0.46,-67.0,-50.5,24.0,43.0,-94.4,9.5,0.0,,1
D000100,4.4,1164.0,1.11,28.0,0.46,-67.0,-49.7,24.9,43.0,-96.3,10.2,1.0,129.0,1
D000101,5.6,1154.0,1.15,29.5,0.49,-66.8,-51.1,23.5,46.0,-96.1,,1.0,124.0,1
D000102,6.7,1342.0,,31.0,0.69,-65.0,-51.6,21.9,48.0,-97.7,16.9,0.0,121.0,1
D000103,4.4,1146.0,1.15,29.0,,-63.6,-50.0,23.1,49.0,-96.5,9.0,1.0,130.0,1
D000104,4.5,1255.0,0.97,27.0,0.52,-65.4,-49.9,23.4,49.0,-95.3,14.3,1.0,122.0,0
D000105,4.1,1142.0,1.11,31.0,0.53,-66.1,-49.4,24.0,45.0,-95.1,4.8,0.0,136.0,1
D000106,4.9,1154.0,1.03,30.5,0.51,-64.9,-48.9,24.9,44.0,-94.2,11.1,0.0,132.0,1
D000107,4.9,1179.0,1.08,28.5,0.53,-65.8,-49.9,24.4,48.0,-95.6,7.5,0.0,121.0,1
D000108,5.0,1232.0,1.09,29.5,0.41,-64.7,-49.5,24.3,44.0,-95.2,,0.0,125.0,0
D000109,4.9,1154.0,1.11,29.5,0.5,-63.3,-49.5,25.2,47.0,-96.0,,1.0,130.0,1
D000110,6.8,1218.0,1.18,25.5,0.56,-63.5,-51.4,29.1,36.0,-95.2,20.9,0.0,135.0,0
D000111,5.2,1141.0,1.2,23.5,0.49,-65.0,-50.8,25.5,43.0,-95.7,10.3,1.0,132.0,1
D000112,3.3,1193.0,1.13,30.5,0.56,-65.5,-46.7,23.0,41.0,-98.9,4.2,0.0,119.0,1
D000113,4.7,1231.0,1.08,27.5,0.55,-65.9,-50.7,23.2,46.0,-97.3,10.6,0.0,125.0,1
D000114,,1131.0,1.13,28.5,0.49,-66.8,-50.8,24.1,43.0,-94.9,7.7,1.0,134.0,1
D000115,5.1,1172.0,1.01,27.5,0.48,-66.2,-50.4,22.9,43.0,-94.4,7.0,,126.0,1
D000116,4.6,1270.0,0.92,34.0,0.52,-67.3,-54.8,23.6,32.0,-94.4,,1.0,141.0,1
D000117,4.7,1206.0,1.08,28.5,0.47,-65.4,-48.4,22.2,45.0,-96.7,8.3,0.0,125.0,1
D000118,6.8,1006.0,1.28,34.0,0.52,-61.7,-54.0,22.9,49.0,-96.4,11.3,1.0,101.0,1
D000119,4.8,1238.0,1.14,23.0,0.45,-66.2,-49.6,24.1,47.0,-94.4,3.5,1.0,,1
D000120,4.6,1250.0,1.15,30.5,0.49,-65.5,-48.3,23.9,45.0,-95.5,13.1,0.0,130.0,1
D000121,5.2,1240.0,1.2,30.5,0.5,-66.2,-51.9,24.1,44.0,-96.7,9.2,0.0,,1
D000122,3.7,1383.0,1.5,21.5,0.44,-62.9,-47.7,24.2,,-91.8,3.2,0.0,116.0,0
D000123,5.2,1020.0,1.12,24.5,0.55,-65.9,-50.1,21.7,35.0,-96.6,19.6,0.0,126.0,1
D000124,5.1,1228.0,1.07,25.5,0.46,-65.6,-50.5,25.0,39.0,-94.7,12.6,0.0,127.0,1
D000125,4.9,1220.0,,29.5,0.57,-65.2,-48.8,22.7,40.0,-97.0,10.1,0.0,140.0,1
D000126,3.2,1337.0,1.04,32.5,0.61,-60.4,-50.4,29.1,34.0,-95.6,1.7,1.0,113.0,0
D000127,4.3,1184.0,1.13,29.0,0.51,-65.7,-49.6,23.2,37.0,-95.5,8.8,1.0,128.0,1
D000128,4.8,1136.0,1.12,32.0,0.48,-64.7,-50.7,25.3,43.0,-95.7,9.0,1.0,136.0,1
D000129,4.7,1352.0,0.87,37.0,0.61,-65.7,-50.2,29.6,44.0,-95.2,9.5,0.0,,0
D000130,4.8,1210.0,1.04,26.5,0.47,-65.8,-50.3,24.0,44.0,-95.3,9.1,1.0,130.0,1
D000131,4.3,1146.0,1.12,31.0,0.42,-67.1,-50.9,23.7,44.0,-95.0,10.4,0.0,126.0,1
D000132,5.9,1086.0,0.86,28.5,0.42,-60.8,-54.7,29.2,39.0,-97.3,18.1,0.0,138.0,1
D000133,4.9,1216.0,1.09,26.0,0.44,-65.9,-47.9,24.0,43.0,-95.0,9.3,0.0,129.0,1
D000134,3.3,1164.0,0.85,33.0,0.58,-61.1,-48.7,25.8,34.0,-94.1,8.9,1.0,146.0,0
D000135,4.2,1131.0,1.02,28.0,0.52,-66.6,-49.5,22.5,46.0,-96.3,7.4,1.0,134.0,1
D000136,4.3,1216.0,1.24,30.0,0.58,-68.8,,27.9,49.0,-99.3,15.5,0.0,108.0,1
D000137,4.8,1159.0,1.03,31.0,0.43,-64.5,-50.1,24.3,44.0,-95.5,10.9,0.0,129.0,1
D000138,4.0,1069.0,1.45,37.0,0.31,-62.1,-47.3,24.3,60.0,-99.3,,1.0,147.0,0
D000139,5.6,1120.0,1.1,30.5,0.48,-66.8,-50.7,24.4,49.0,-94.7,8.2,1.0,124.0,1
D000140,4.9,1200.0,1.21,30.0,0.45,-67.0,-50.6,24.9,42.0,-96.1,12.5,0.0,128.0,1
D000141,5.0,1302.0,0.98,29.0,0.36,-60.1,-45.5,23.4,41.0,-91.3,14.9,1.0,120.0,0
D000142,5.2,1203.0,1.0,29.5,0.44,-64.2,-50.6,24.4,43.0,-94.7,12.7,1.0,132.0,1
D000143,4.6,1203.0,1.14,26.5,0.48,-64.8,-49.1,,48.0,-94.1,12.3,0.0,125.0,0
D000144,4.5,1178.0,1.13,31.0,0.43,-65.6,-51.0,24.2,51.0,-93.8,5.3,1.0,137.0,1
D000145,5.2,1218.0,1.07,26.0,0.45,-66.0,-50.6,25.6,49.0,-95.4,6.1,1.0,132.0,1
D000146,3.5,1044.0,1.27,26.0,0.69,-65.8,-53.4,26.6,57.0,-91.0,20.7,1.0,124.0,0
D000147,4.3,1137.0,1.08,28.5,0.51,-65.4,-51.3,23.0,42.0,-96.1,5.5,1.0,129.0,1
D000148,4.3,1171.0,1.07,28.0,0.57,-65.1,-49.8,23.6,41.0,-95.3,10.9,1.0,124.0,1
D000149,5.0,1362.0,0.87,25.5,0.69,-60.4,-51.6,26.3,52.0,-95.0,19.4,0.0,145.0,0
D000150,5.4,1148.0,1.03,27.0,0.64,-66.1,-48.8,28.2,46.0,-91.3,1.5,0.0,139.0,0
D000151,5.3,1260.0,1.18,30.5,0.45,-65.4,-51.5,24.1,44.0,-95.1,10.2,1.0,127.0,1
D000152,3.9,1203.0,1.13,30.0,0.42,-65.4,-48.6,24.9,39.0,-94.6,9.9,0.0,122.0,0
D000153,,1226.0,0.97,28.5,0.51,-65.2,-49.1,23.1,44.0,-94.8,12.5,1.0,124.0,1
D000154,4.5,1074.0,1.03,28.0,0.51,-66.8,-49.2,23.7,44.0,-95.4,12.0,1.0,131.0,1
D000155,3.1,1090.0,1.27,37.5,0.68,-67.8,-47.8,27.0,52.0,-96.6,2.9,0.0,150.0,0
D000156,3.1,1257.0,1.24,27.5,0.66,-68.0,-45.7,21.0,51.0,-92.0,23.3,,127.0,0
D000157,7.0,1282.0,1.28,29.5,0.66,-64.3,-52.4,21.7,35.0,-90.7,3.4,0.0,119.0,0
D000158,6.9,1015.0,1.12,23.0,0.51,-60.3,-47.1,21.3,38.0,-93.2,20.5,0.0,126.0,0
D000159,4.8,1123.0,1.13,26.0,0.55,-64.1,,24.3,46.0,-97.0,10.8,0.0,130.0,0
D000160,6.9,1278.0,0.81,25.0,0.46,-63.8,-46.7,29.5,56.0,-92.9,20.2,0.0,130.0,0
D000161,6.4,1310.0,1.03,39.0,0.64,-65.1,-52.4,26.2,60.0,-99.5,18.0,1.0,141.0,1
D000162,4.6,1176.0,1.09,26.5,0.45,-66.5,-49.4,23.4,46.0,-96.0,10.7,0.0,119.0,1
D000163,4.7,1242.0,1.13,30.5,0.5,-65.2,-50.2,24.3,47.0,-95.0,14.9,0.0,119.0,1
D000164,4.9,1116.0,1.29,25.0,0.47,-69.3,-47.2,26.7,53.0,-93.9,7.4,1.0,110.0,0
D000165,4.8,1166.0,1.3,31.5,0.38,-65.2,-51.4,23.9,43.0,,13.8,1.0,135.0,1
D000166,4.5,1169.0,1.06,27.5,0.5,-64.9,-49.7,22.2,45.0,-96.2,8.7,0.0,125.0,1
D000167,4.7,1171.0,1.12,30.5,0.48,-65.1,-50.8,25.0,47.0,-95.9,6.3,1.0,131.0,1
D000168,5.6,1078.0,1.1,29.0,0.49,-65.0,-49.8,24.7,45.0,-96.7,10.3,0.0,129.0,1
D000169,5.1,1272.0,1.1,26.5,0.44,-65.3,-51.1,24.0,45.0,-98.2,12.5,1.0,128.0,1
D000170,,1230.0,1.47,23.0,0.32,-63.1,-54.5,22.8,32.0,-96.9,18.6,1.0,145.0,0
D000171,4.5,1220.0,1.11,25.0,0.6,-66.2,-49.9,22.2,43.0,-95.1,11.1,1.0,118.0,0
D000172,5.4,1164.0,1.08,33.0,0.46,-66.5,-50.4,24.6,46.0,-95.3,9.4,0.0,127.0,1
D000173,3.2,1220.0,1.45,38.0,0.44,-68.4,-52.9,22.9,34.0,-96.8,23.2,1.0,111.0,0
D000174,4.4,1199.0,1.0,28.5,0.48,-65.7,-50.4,23.3,42.0,-95.6,6.9,1.0,131.0,1
D000175,4.8,1198.0,1.16,31.5,0.48,-64.2,-48.4,23.9,43.0,-95.4,9.3,1.0,123.0,0
D000176,4.4,1131.0,0.93,28.5,0.55,-64.2,-47.5,22.8,45.0,-96.0,6.3,1.0,131.0,0
D000177,6.4,1049.0,1.43,29.0,0.49,-67.6,-50.0,25.4,46.0,-95.0,7.1,0.0,106.0,0
D000178,4.4,1259.0,1.09,27.5,0.53,-67.3,-50.4,24.5,44.0,-94.9,9.8,1.0,129.0,1
D000179,5.3,1097.0,1.5,22.0,0.56,-61.6,-47.2,26.7,49.0,-96.0,16.4,1.0,131.0,0
D000180,4.4,1220.0,1.15,27.5,0.55,-64.6,-49.2,26.4,48.0,-95.7,11.3,1.0,131.0,0
D000181,4.3,1086.0,1.36,37.5,0.58,-61.0,-53.8,24.7,40.0,-95.8,11.7,1.0,130.0,0
D000182,4.5,1160.0,1.13,27.5,0.53,-65.2,-49.0,22.8,43.0,-95.2,8.8,1.0,119.0,1
D000183,6.9,1174.0,1.11,32.5,0.31,-61.6,-45.1,22.4,38.0,-95.1,10.1,0.0,149.0,0
D000184,4.6,1202.0,1.09,28.0,0.38,-67.1,-49.1,25.6,46.0,-93.8,11.7,1.0,136.0,1
D000185,4.7,1227.0,1.1,28.0,0.5,-64.7,-50.6,24.8,40.0,-96.4,13.0,1.0,120.0,1
D000186,4.2,1116.0,0.92,31.0,0.46,-64.9,-50.2,24.2,42.0,-94.5,9.5,1.0,131.0,1
D000187,4.9,1197.0,1.18,29.0,0.45,-66.4,-51.2,24.8,47.0,-94.8,5.9,0.0,130.0,1
D000188,5.1,1176.0,1.04,30.0,0.48,-65.3,-50.1,25.0,46.0,-96.4,8.0,1.0,128.0,1
D000189,5.7,1142.0,1.05,30.5,0.53,-65.0,-49.1,22.4,48.0,-95.1,9.3,1.0,131.0,1
D000190,5.2,1103.0,1.14,25.0,0.5,-65.5,-51.2,24.1,49.0,-94.9,9.5,1.0,134.0,1
D000191,3.5,1374.0,0.92,36.0,0.62,-64.9,-46.1,25.1,35.0,-99.0,11.8,1.0,130.0,1
D000192,4.2,1213.0,1.11,28.5,0.44,-66.3,-49.8,24.8,45.0,-95.2,10.3,1.0,125.0,0
D000193,4.9,1251.0,,35.5,0.36,-62.2,-49.9,29.1,47.0,-92.8,3.0,0.0,124.0,0
D000194,5.2,1141.0,1.01,31.5,0.52,-66.6,-51.0,22.9,47.0,-93.8,13.7,1.0,128.0,1
D000195,4.9,1250.0,1.21,28.5,0.54,-64.2,-50.3,24.5,46.0,-98.1,6.0,1.0,131.0,1
D000196,4.3,1238.0,1.43,37.0,0.56,-64.5,-45.7,24.3,49.0,-93.3,21.8,1.0,126.0,0
D000197,4.9,1205.0,1.04,27.0,0.45,,-49.8,23.8,40.0,-94.4,8.2,1.0,125.0,1
D000198,3.9,1159.0,1.31,35.0,0.49,,-50.6,21.7,41.0,-97.0,13.0,0.0,138.0,1
D000199,5.2,1231.0,1.02,25.0,0.48,-65.1,-49.5,25.5,44.0,-92.7,4.7,0.0,120.0,1
D000200,3.7,1212.0,1.33,39.0,0.43,-67.6,-49.0,25.9,54.0,-92.3,18.7,1.0,138.0,0
D000201,4.7,1188.0,1.04,31.0,0.47,-65.9,-51.1,25.2,46.0,-95.4,3.9,1.0,123.0,1
D000202,5.0,1062.0,1.56,24.5,0.42,-61.5,-54.3,21.5,42.0,-98.7,15.3,1.0,148.0,0
D000203,4.7,1091.0,0.99,31.0,0.59,-65.4,-50.3,25.1,43.0,-94.1,12.3,0.0,133.0,1
D000204,4.5,,1.15,29.5,0.48,-65.6,-51.0,25.5,40.0,-95.5,8.6,1.0,127.0,1
D000205,6.4,1144.0,0.96,39.0,0.45,-67.1,-48.1,24.4,57.0,-97.3,20.5,0.0,126.0,1
D000206,5.2,1185.0,1.12,31.0,0.48,-66.6,-49.5,24.6,46.0,-94.2,8.8,0.0,121.0,1
D000207,5.3,1173.0,1.09,30.0,0.42,-65.0,-49.2,24.3,50.0,-96.2,4.9,0.0,124.0,1
D000208,4.8,1155.0,1.16,27.0,0.5,-64.2,-50.8,23.6,46.0,-95.4,6.3,1.0,145.0,1
D000209,4.7,1155.0,1.06,30.5,0.43,-65.1,-48.5,,42.0,-96.3,11.6,1.0,135.0,1
D000210,4.9,1157.0,1.15,35.5,0.38,-68.0,-48.1,27.9,48.0,-100.0,20.5,0.0,109.0,0
D000211,5.6,1184.0,1.14,34.0,0.39,-65.0,-50.4,23.0,46.0,-96.9,9.8,1.0,126.0,1
D000212,4.9,1182.0,0.99,28.5,0.46,-64.1,-51.0,24.5,44.0,-94.6,7.1,0.0,130.0,1
D000213,4.8,1143.0,1.21,30.5,0.43,-66.0,-48.2,23.8,47.0,-96.7,5.9,0.0,122.0,1
D000214,4.3,1238.0,1.17,33.0,0.54,-65.4,-50.7,23.6,44.0,-95.8,8.8,0.0,134.0,1
D000215,3.8,1158.0,1.09,27.0,0.47,-64.8,-49.1,22.3,46.0,-95.0,11.3,0.0,125.0,0
D000216,,1181.0,1.31,29.5,0.6,-66.3,-51.5,23.5,41.0,-94.9,9.3,1.0,133.0,1
D000217,4.8,1243.0,1.16,27.5,0.43,-66.7,-48.5,23.6,47.0,-97.8,9.6,0.0,124.0,1
D000218,4.7,1122.0,1.16,31.5,0.45,-64.3,-49.2,24.3,41.0,-95.2,6.9,0.0,137.0,1
D000219,3.2,1135.0,1.36,32.0,0.48,-68.4,-53.8,30.0,31.0,-95.9,22.9,0.0,128.0,0
D000220,4.8,1151.0,0.84,35.0,0.43,-67.6,-49.6,23.0,43.0,-94.9,0.4,0.0,132.0,1
D000221,4.2,1042.0,1.41,23.5,0.52,-61.3,,22.5,44.0,-94.7,18.4,1.0,150.0,0
D000222,6.7,1344.0,1.47,27.5,0.66,-62.0,-50.5,20.0,56.0,-93.5,22.4,0.0,125.0,0
D000223,4.3,1136.0,1.15,22.5,0.46,-63.6,-49.0,22.8,47.0,-94.5,6.5,1.0,117.0,0
D000224,4.3,1180.0,1.38,23.0,0.34,-60.6,-48.8,25.4,42.0,-94.9,16.7,0.0,102.0,0
