die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D000090,6.9,1371.0,1.03,32.5,0.6,-68.2,-53.4,27.4,38.0,-93.4,22.5,0.0,135.0,1
D000091,5.9,1205.0,1.15,24.5,0.53,-65.8,-50.6,23.7,42.0,,7.6,1.0,127.0,1
D000092,4.6,1316.0,0.94,23.0,0.37,-68.7,-47.1,25.1,41.0,-96.0,3.5,1.0,135.0,0
D000093,4.4,1141.0,1.04,26.0,0.54,-64.1,-50.7,24.0,40.0,-95.4,9.6,0.0,132.0,1
D000094,4.8,1138.0,1.15,27.5,0.47,-65.9,-51.4,24.1,39.0,-95.4,5.0,0.0,126.0,1
D000095,6.7,1283.0,1.25,27.0,0.43,-63.3,-53.6,27.2,43.0,-94.2,4.6,1.0,100.0,1
D000096,6.3,1064.0,1.45,24.5,0.46,-62.9,-46.0,26.4,40.0,-97.7,13.2,0.0,116.0,0
D000097,3.0,1047.0,1.18,22.0,0.53,-66.3,-49.2,27.7,53.0,-91.3,18.8,1.0,143.0,0
D000098,4.4,1178.0,1.1,25.5,0.48,-67.5,-50.0,24.3,44.0,-95.0,6.2,1.0,128.0,1
D000099,4.8,1201.0,0.97,26.0,0.45,-65.9,-47.8,25.5,41.0,-95.8,8.0,1.0,129.0,0
D000100,5.1,1134.0,1.2,25.0,0.5,-64.1,-50.8,25.1,45.0,-95.4,5.5,1.0,131.0,0
D000101,4.7,1185.0,1.05,33.0,0.42,-70.0,-54.2,21.0,43.0,-93.7,0.9,0.0,146.0,1
D000102,4.9,1162.0,1.2,27.5,0.39,-66.4,-49.3,23.7,41.0,-94.6,9.0,1.0,136.0,1
D000103,5.6,1220.0,1.04,23.0,0.35,-67.8,,25.3,46.0,-94.9,18.3,0.0,146.0,1
D000104,4.6,,0.82,32.5,0.6,-61.3,-50.7,27.6,40.0,-92.8,15.3,0.0,108.0,0
D000105,5.0,1166.0,1.13,30.5,0.47,-64.1,-51.1,24.5,49.0,-95.4,9.1,1.0,131.0,1
D000106,5.1,1156.0,1.0,28.5,0.47,-65.5,-49.5,24.0,48.0,-95.2,5.8,1.0,124.0,0
D000107,5.0,1174.0,1.09,29.0,0.53,-67.0,-48.4,24.5,51.0,-96.4,7.4,0.0,133.0,1
D000108,4.2,1189.0,0.98,26.0,0.43,-66.3,-51.2,22.5,43.0,-96.3,10.7,1.0,120.0,0
D000109,5.5,1282.0,1.01,24.0,0.54,-62.1,-52.2,23.3,43.0,-90.5,4.0,0.0,137.0,0
D000110,4.8,1162.0,1.02,29.5,0.54,-65.7,-54.2,,39.0,-96.7,7.7,1.0,131.0,1
D000111,4.6,1177.0,1.01,32.5,0.54,-65.1,-50.6,23.0,44.0,-96.0,8.7,1.0,,1
D000112,4.7,1176.0,1.05,26.5,0.48,-66.6,-50.5,23.5,34.0,-95.7,11.8,0.0,125.0,1
D000113,4.7,1214.0,1.01,25.0,0.52,-64.3,-50.1,23.9,41.0,-96.1,11.7,0.0,118.0,1
D000114,4.6,1216.0,1.09,26.5,0.44,-64.6,-49.5,25.6,43.0,-96.0,12.0,1.0,132.0,1
D000115,4.6,1115.0,1.03,32.5,0.5,-64.8,-48.7,24.7,44.0,-96.2,4.4,0.0,124.0,1
D000116,4.3,1116.0,1.13,29.0,0.52,-64.0,-49.5,24.9,47.0,-94.0,7.9,1.0,128.0,0
D000117,5.1,1194.0,1.15,28.0,0.45,-64.1,-52.4,24.4,46.0,-95.4,7.9,0.0,116.0,1
D000118,5.1,1193.0,1.01,30.5,0.47,-65.3,-51.4,24.1,51.0,-95.5,9.3,1.0,136.0,1
D000119,5.0,1198.0,1.2,32.5,0.43,-63.8,-50.4,24.7,49.0,-95.5,10.4,1.0,124.0,1
D000120,4.8,1180.0,1.22,29.0,0.45,-65.6,-49.2,24.5,42.0,-94.9,9.9,1.0,123.0,0
D000121,4.5,1154.0,1.07,29.0,0.47,-64.6,-48.1,24.4,44.0,-95.4,4.8,1.0,134.0,0
D000122,4.6,1000.0,1.49,36.5,0.59,-63.3,-49.1,20.4,58.0,-92.0,10.2,1.0,118.0,0
D000123,4.4,1387.0,1.14,27.0,0.44,-69.1,-52.4,27.7,39.0,-95.5,6.2,0.0,143.0,1
D000124,4.2,1202.0,1.13,26.0,0.44,-67.0,-49.8,23.5,47.0,,5.2,0.0,132.0,1
D000125,4.8,1205.0,1.14,28.0,0.53,-65.1,-50.8,23.9,45.0,-95.4,10.4,0.0,129.0,1
D000126,6.3,1044.0,1.37,23.5,0.59,-68.5,-52.5,23.7,36.0,,6.4,0.0,137.0,1
D000127,4.5,1207.0,1.06,29.0,0.52,-63.8,-47.2,22.6,46.0,-96.3,7.9,0.0,125.0,0
D000128,4.6,1236.0,1.07,29.0,,-66.2,-51.1,23.5,45.0,-94.7,6.4,0.0,131.0,1
D000129,4.0,1189.0,1.1,27.5,0.5,-65.3,-50.6,23.8,46.0,-95.7,14.3,1.0,131.0,1
D000130,4.9,1204.0,1.08,27.5,0.43,-64.1,-50.1,24.7,41.0,-96.3,7.3,0.0,122.0,1
D000131,3.6,1396.0,,34.0,,-60.4,-50.7,22.7,36.0,-94.2,5.7,0.0,130.0,1
D000132,5.2,1163.0,1.14,28.5,0.46,-65.1,-49.5,23.9,48.0,-94.7,5.9,1.0,124.0,1
D000133,5.3,1004.0,1.5,40.0,0.39,-68.6,-53.4,28.5,41.0,-92.6,1.7,0.0,104.0,0
D000134,3.6,1262.0,0.88,34.0,0.49,-66.9,-46.1,25.8,44.0,-97.8,19.1,1.0,127.0,0
D000135,5.4,1337.0,1.15,29.5,0.67,-64.9,-52.1,24.4,35.0,-91.2,3.3,0.0,124.0,0
D000136,5.1,1178.0,1.09,32.0,0.56,-64.4,-49.2,23.6,43.0,-94.7,12.1,0.0,126.0,1
D000137,5.1,1137.0,1.2,27.0,0.56,-65.8,-50.6,22.9,45.0,-96.8,4.8,1.0,137.0,1
D000138,5.2,1079.0,1.16,29.0,0.53,-64.8,-49.3,22.2,45.0,-96.6,5.9,0.0,,1
D000139,3.0,1015.0,0.88,28.0,0.48,-65.2,-52.3,21.5,33.0,-91.4,16.4,1.0,130.0,0
D000140,5.7,1127.0,1.04,27.5,0.44,-66.3,-49.1,22.6,49.0,-95.9,7.1,1.0,127.0,1
D000141,4.5,1151.0,1.14,28.5,0.47,-64.2,-49.2,24.0,46.0,-95.8,10.6,1.0,125.0,0
D000142,4.6,1137.0,1.19,25.5,0.54,-66.2,-49.4,22.8,42.0,-95.3,12.8,1.0,124.0,0
D000143,5.3,1168.0,1.37,34.5,0.58,-63.9,-53.0,21.9,54.0,-93.6,5.8,1.0,119.0,0
D000144,6.0,1103.0,1.4,,0.56,-65.4,-53.3,28.1,34.0,-94.7,6.6,1.0,116.0,1
D000145,4.3,1227.0,0.98,30.5,0.36,-65.3,-49.5,23.3,40.0,-94.8,10.0,,125.0,0
D000146,4.8,1177.0,0.98,27.0,0.52,-64.7,-49.2,24.4,45.0,-94.3,8.2,1.0,120.0,0
D000147,4.2,1168.0,0.99,27.5,0.44,-66.4,-49.5,23.1,43.0,-94.4,8.3,1.0,115.0,0
D000148,4.9,1163.0,1.21,32.5,0.5,-65.3,-51.4,24.3,41.0,-94.1,10.4,1.0,125.0,1
D000149,6.0,1144.0,1.21,31.5,0.36,-65.6,-48.6,28.9,32.0,-91.9,7.5,1.0,108.0,0
D000150,4.9,1183.0,1.04,28.0,0.48,-63.9,-50.5,22.3,37.0,-97.6,6.1,0.0,133.0,1
D000151,6.3,1395.0,0.93,35.0,0.54,-68.7,-46.1,25.5,37.0,-97.9,,1.0,126.0,1
D000152,,1109.0,1.28,30.5,0.51,-65.9,-50.3,25.4,44.0,-96.8,7.5,1.0,129.0,1
D000153,5.7,1101.0,1.1,31.0,0.43,-64.7,-51.4,23.9,51.0,-94.5,7.3,0.0,123.0,1
D000154,3.7,1291.0,1.0,26.0,0.41,-60.1,-48.8,22.1,43.0,-99.4,0.2,0.0,105.0,1
D000155,4.6,1210.0,1.15,29.5,0.47,-64.9,-47.6,23.5,39.0,-95.0,8.1,0.0,119.0,1
D000156,4.2,1158.0,1.17,33.0,0.54,-67.0,-48.4,25.5,45.0,-96.7,9.4,1.0,130.0,1
D000157,4.2,1201.0,1.17,29.0,0.43,-66.0,-49.9,23.8,41.0,-94.2,9.7,1.0,130.0,1
D000158,4.1,1165.0,0.95,28.0,0.49,-65.5,-49.3,25.3,43.0,-94.7,9.4,0.0,131.0,1
D000159,4.2,1072.0,0.96,31.0,,-65.2,,28.4,43.0,-97.9,3.8,1.0,110.0,0
D000160,5.2,1133.0,1.15,27.5,0.43,-63.4,-50.1,23.8,44.0,-97.5,8.8,1.0,128.0,0
D000161,4.4,1210.0,1.16,29.0,0.52,-66.1,-50.9,24.5,41.0,-96.2,9.6,1.0,118.0,1
D000162,4.7,1136.0,1.06,28.5,0.53,-65.5,-48.6,24.1,47.0,-95.2,10.9,0.0,126.0,1
D000163,6.8,1242.0,1.53,29.0,0.41,-66.3,,26.1,33.0,-98.3,6.7,1.0,119.0,1
D000164,4.0,1202.0,1.46,22.0,0.37,-66.6,-51.9,20.2,55.0,-93.3,17.5,0.0,139.0,0
D000165,4.7,1262.0,1.06,29.0,0.43,-65.8,-51.0,26.1,47.0,-96.0,2.7,0.0,126.0,1
D000166,5.0,1172.0,1.15,27.0,0.47,-65.4,-50.2,24.4,48.0,-94.8,7.8,0.0,130.0,1
D000167,5.9,1190.0,1.01,34.0,0.49,-64.6,-50.9,23.4,39.0,-95.2,9.5,1.0,131.0,1
D000168,6.0,1131.0,0.9,27.5,0.34,-61.4,-48.5,29.6,44.0,-98.6,0.9,1.0,142.0,0
D000169,6.5,1199.0,0.9,33.5,0.6,-68.3,-50.0,21.0,49.0,-90.4,13.6,0.0,104.0,1
D000170,4.7,1256.0,1.12,28.0,0.42,-65.5,-50.7,24.8,47.0,-94.4,6.5,1.0,133.0,0
D000171,6.0,1235.0,0.84,32.5,0.48,-66.4,-47.2,28.2,51.0,-94.3,12.5,0.0,150.0,1
D000172,4.9,1158.0,1.0,28.0,0.48,-67.2,-48.3,23.4,41.0,-97.0,8.5,1.0,133.0,1
D000173,4.2,1304.0,1.13,39.0,0.63,-61.1,-49.2,27.6,42.0,-97.8,15.5,0.0,138.0,0
D000174,4.2,1188.0,1.12,30.0,0.44,-65.1,-50.3,23.8,43.0,-95.2,9.6,0.0,126.0,1
D000175,4.9,1173.0,1.07,27.0,0.52,-64.7,-50.6,24.4,49.0,-94.9,9.1,0.0,128.0,1
D000176,6.0,1005.0,0.93,21.0,0.57,-68.3,-54.4,22.4,49.0,-91.1,10.1,0.0,135.0,1
D000177,5.1,1136.0,1.16,28.0,0.48,-64.6,-50.1,25.5,44.0,-93.4,7.6,1.0,131.0,1
D000178,5.3,1102.0,1.15,31.0,0.46,-66.7,-52.1,23.4,42.0,-96.3,11.0,0.0,126.0,1
D000179,4.9,1082.0,1.45,30.5,0.34,-69.3,-53.1,28.1,45.0,-95.7,19.6,0.0,117.0,0
D000180,6.6,1073.0,1.06,35.5,0.62,-63.4,-49.2,24.0,41.0,-92.5,3.5,0.0,126.0,1
D000181,4.5,1181.0,0.92,25.5,0.5,-65.5,,24.2,43.0,-94.9,7.6,1.0,127.0,0
D000182,4.4,1155.0,1.1,27.5,0.5,-64.3,-50.2,23.2,44.0,-96.1,5.6,1.0,125.0,1
D000183,4.8,1088.0,0.88,24.0,0.65,-67.0,-45.7,25.0,44.0,-99.5,10.3,1.0,145.0,0
D000184,4.3,1181.0,1.09,28.5,0.47,-65.7,-49.0,25.3,43.0,-94.0,5.2,1.0,123.0,0
D000185,5.7,1152.0,1.22,28.0,0.47,-65.7,-48.3,24.6,46.0,-96.1,9.5,0.0,129.0,0
D000186,5.1,1175.0,1.12,28.0,0.44,-66.8,-49.8,23.3,39.0,-95.7,6.7,0.0,130.0,1
D000187,5.0,1170.0,1.16,30.5,0.49,-65.4,-51.4,23.0,41.0,-96.1,7.3,0.0,131.0,1
D000188,4.9,1200.0,1.09,27.5,0.49,-64.9,-49.4,24.0,45.0,-96.2,5.2,0.0,125.0,1
D000189,6.7,1149.0,1.34,30.0,0.66,-63.3,-52.3,21.8,47.0,-94.4,1.6,1.0,118.0,1
D000190,5.0,1218.0,1.08,35.5,0.58,-64.6,-55.0,24.2,50.0,-98.9,6.1,0.0,131.0,1
D000191,3.3,1023.0,1.55,32.5,0.56,-63.8,-48.1,24.0,46.0,-91.5,21.3,,116.0,0
D000192,4.7,1112.0,1.02,26.0,0.47,-65.4,,24.1,43.0,-94.9,10.1,0.0,125.0,1
D000193,3.1,1001.0,1.03,31.0,0.67,-63.5,-47.9,21.2,58.0,-95.3,1.9,1.0,139.0,0
D000194,4.6,1105.0,1.19,27.0,0.46,-66.1,-49.6,24.9,38.0,-97.1,9.4,0.0,132.0,0
D000195,5.5,1183.0,1.11,31.0,0.5,-64.4,-49.6,24.0,41.0,-95.7,10.4,0.0,121.0,1
D000196,5.1,1203.0,1.25,30.0,0.53,-65.9,-49.5,24.8,43.0,-94.6,12.4,0.0,126.0,1
D000197,4.5,1107.0,0.97,37.5,0.42,-60.9,-46.1,23.3,57.0,-95.2,11.7,1.0,101.0,0
D000198,4.8,1362.0,1.02,37.0,0.5,-68.4,-49.9,28.5,,-95.0,22.6,1.0,110.0,1
D000199,4.8,1249.0,1.02,26.5,0.47,-65.1,-48.7,23.5,48.0,-94.8,8.0,1.0,128.0,0
D000200,3.6,1075.0,1.21,37.0,0.64,-65.9,-46.1,21.1,54.0,-95.3,10.8,1.0,111.0,0
D000201,4.3,1200.0,1.25,32.0,0.48,-65.4,-50.7,24.6,41.0,-94.4,10.7,0.0,128.0,1
D000202,4.4,1351.0,1.5,37.5,0.38,-61.0,-54.9,22.4,36.0,-99.3,8.7,1.0,140.0,1
D000203,6.3,1114.0,1.16,21.0,0.51,-64.2,-48.4,,47.0,-100.0,20.9,1.0,104.0,0
D000204,3.9,1355.0,1.06,39.0,0.61,-64.9,-52.4,22.2,47.0,-96.3,21.4,0.0,102.0,0
D000205,5.4,1182.0,1.17,26.5,0.44,-66.3,-50.0,24.9,44.0,-94.6,7.3,0.0,126.0,1
D000206,6.0,1143.0,1.45,26.5,0.59,-68.8,-46.0,23.1,50.0,-96.2,15.7,0.0,124.0,1
D000207,4.2,1174.0,1.05,34.0,0.55,-66.2,-49.4,23.8,49.0,-95.8,10.9,0.0,128.0,1
D000208,4.7,1137.0,1.23,28.0,0.48,-65.0,-47.8,23.7,42.0,-95.3,11.8,1.0,122.0,0
D000209,4.2,1201.0,1.02,28.0,0.46,-66.8,-52.4,24.0,46.0,-95.0,9.1,0.0,133.0,1
D000210,4.5,1223.0,1.44,24.0,0.58,-69.1,-51.0,26.7,56.0,-95.7,14.7,1.0,106.0,0
D000211,4.8,1173.0,1.07,27.0,0.52,-64.3,-50.7,24.1,41.0,-95.8,6.4,1.0,127.0,1
D000212,4.1,1219.0,1.07,27.5,0.46,-65.5,,24.6,45.0,-95.9,6.8,1.0,127.0,0
D000213,4.2,1188.0,1.06,29.5,0.46,-65.6,-49.4,22.3,46.0,-96.7,15.5,1.0,133.0,0
D000214,5.2,1104.0,0.91,31.0,0.42,-69.9,-53.4,25.0,33.0,-99.4,5.0,1.0,143.0,1
D000215,5.2,1189.0,1.11,27.5,0.45,-64.7,-48.5,22.8,47.0,-95.3,8.8,0.0,127.0,1
D000216,4.7,1202.0,1.01,32.0,0.51,-64.7,-49.3,24.7,49.0,-95.4,9.6,0.0,128.0,1
D000217,6.5,1282.0,1.14,25.0,0.7,-63.0,-50.3,24.9,47.0,-96.7,8.3,1.0,101.0,0
D000218,4.9,1147.0,1.13,29.5,0.47,-64.7,-49.5,22.6,42.0,-94.9,4.5,0.0,121.0,1
D000219,5.5,1380.0,1.34,27.0,0.33,-69.3,-47.1,21.6,34.0,-96.8,8.6,0.0,133.0,1
D000220,4.2,1180.0,,27.5,0.49,-65.7,-50.6,23.6,47.0,-96.4,8.5,0.0,134.0,1
D000221,5.0,1146.0,1.13,31.0,0.52,-65.7,-48.2,23.1,46.0,-96.1,9.6,1.0,120.0,1
D000222,4.8,1098.0,1.03,31.0,0.49,-65.7,-48.6,23.0,44.0,-95.9,9.1,1.0,123.0,1
D000223,5.6,1068.0,1.01,24.5,0.33,-65.2,-47.3,28.6,37.0,-91.7,15.9,0.0,103.0,0
D000224,5.3,1222.0,0.99,29.0,0.49,-64.8,-49.6,24.9,46.0,-94.0,7.0,1.0,122.0,1
